Column1,Á¦Ç°,age,skintype,review,rating,class
39,¼½½º ¹ã,32,º¹ÇÕ¼º,Á¤È®ÇÑ ÇâÀ» ¾Ë·Áµå¸®ÀÚ¸é ÀÚ½º¹Î°ú ÀÏ¶ûÀÏ¶û²É µÎ°¡Áö ÃßÃâ¹°ÀÌ µé¾î°¡ÀÖ¾î¿ä ºÎµå·´°í Æ÷±ÙÇÑ ²ÉÇâ±â°¡ ÇÇ°ïÀ» ³ì¿©ÁÖ³×¿ä ÀÌ°Ç ¹è¾²¹ãÀÌ¶ó¼­ ¹öºí¹Ù¿Í´Â ´Ù¸£°Ô °ÅÇ°ÀÌ °ÅÀÇ ¾ø°í ¿¡¼¾¼È¿ÀÀÏÀÌ µé¾î°¡ ÇÇºÎ¸¦ ºÎµå·´°Ô ÇÏ´Âµ¥¿¡ ÁÁ¾Æ¿ä  ¹öºí¹Ù´Â Ç³¼ºÇÑ °ÅÇ°ÀÌ ³ª°í ¼¼Á¤·ÂÀÌ ÀÖ´Â ÀÔ¿åÁ¦ÀÔ´Ï´Ù   ¾Æ½¬¿îÁ¡Àº ÇÑ¹ø¿¡ ´Ù¾²±â´Â ¾Æ±î¿ö¼­ ¹Ý ³ª´²¼­ ½è¾î¿ä »ç½Ç ÀÌ ±Ý¾×µµ ºÎ´ã½º·¯¿îµ¥ ÀÌ°Ô ·¯½¬¿¡¼± °¡ÀåÀú·ÅÇÑ °Å¶ó´Â   ±×¸®°í Á¦Á¶»ç°¡ ÀÏº»ÀÔ´Ï´Ù ±×·¡¼­ Ã£¾Æº¸´Ï Äï´Þ  ·¦¾²¹ã¿¡µµ ÀÌ·± ÀÔ¿åÁ¦ ÆÈ´õ¶ó±¸¿ä ´Ù¸¥°Å·Î °¥¾ÆÅ¾´Ï´Ù,3,ºÎÁ¤
40,¼½½º ¹ã,28,°Ç¼º,¿©Çà °¬À»¶§ ºÐÀ§±â ³»º¸·Á°í »ò´ø ÀÔ¿åÁ¦   °í±Þ½º·¯¿î Àå¹ÌÇâÀÌ ÀºÀºÇÏ°Ô ³ª°í ·¯½¬ ÀÔ¿åÁ¦´ä°Ô º¸½À°¨µµ ÃæºÐÇß´Ù ¾Æ·Î¸¶ Å×¶óÇÇ ¹Þ´Â ±âºÐÀ¸·Î Èú¸µÇÏ°í »öµµ ºÐÀ§±â ÀÖ¾î ¿©ÇàÀ» ¿Ï¼º½ÃÄÑÁØ °í¸¶¿î ÀÔ¿åÁ¦,4,±àÁ¤
41,¼½½º ¹ã,22,º¹ÇÕ¼º,¿¹»Ç¿ë     ±Ùµ¥ ¹Î¸ÁÇØŸD  °¡Á·µéÀÌ ÀÔ¿åÁ¦ ÁÁ¾ÆÇØ¼­ °¡²û »ç°¡´Âµ¥ ¿ä°Å ÀÌ¸§ ¹¹³Ä ¹°¾îº¸¸é ÀÌ»Û°Å ¾Æ¹«°Å³ª »ç¼­ ±â¾ï ¾È³­´Ù±¸ÇÕ´Ï´ç ,4,±àÁ¤
42,¼½½º ¹ã,21,º¹ÇÕ¼º,¹æ±Ý ½áº¸°í ³Ê¹« ÁÁ¾Æ¼­ ÈÄ±â³²±é´Ï´Ù  »ç½Ç °¡°ÝÀÌ ³Ê¹« ºñ½Î¼­ Á¦µ·À¸·Î´Â »ì »ý°¢ ¸øÇß´Âµ¥ ¼±¹° ¹Þ¾Æ¼­ ½áºÃ¾î¿ä   È®½ÇÈ÷ ÀÌ°Å ¾²´Ï±î Èú¸µµÇ°í Æ¯º°ÇÑ ³¯ °°°í Çàº¹ÇÏ´õ¶ó°í¿ä  Çâµµ ÁÁ°í ÇÎÅ©»ö°ú º¸¶ó»öÀÌ ÇÕÃÄÁø »ö±òÀÌ ¹°¿¡ ³ÖÀ¸¸é ±âÆ÷°¡ º¸±Ûº¸±Û ¿Ã¶ó¿À¸é¼­ »ç¸£¸£¸£ ³ì°í ¿åÁ¶¿¡ ÆÛÁö´Âµ¥ º¸´ÂÀç¹Ìµµ ÀÖ°í ¸öµµ ÃËÃËÇØÁö´Â ´À³¦   ÀÌ°Å ¾²°í ·¯½¬¿¡ °ü½É°¡°Ô µÆ¾î¿ä    ´ÙÀ½¿£ ¹öºí¹ãµµ ½áº¸°í ½Í¾î¿ä ,5,±àÁ¤
43,¼½½º ¹ã,17,º¹ÇÕ¼º,Ãß¼®¶§ ¹ÞÀº ¿ëµ·À¸·Î Ã³À½ ÀÔ¿åÁ¦¸¦ »çºÃ¾î¿ë  Ã³À½ ½áº¸´Â°Å¶ó ¿ÏÀü µÎ±ÙµÎ±ÙÇß¾î¿©  ÀÌ¸§ÀÌ Á¶±Ý ±×·¸Áö¸¸ À¯¸íÇÏ±æ·¡ »çºÃ¾î¿ä  ÀÏ´Ü »öÀÌ ³Ê¹« ¿¹»¼¾î¿ä  ÀÔ¿åÁ¦ »ö ÀÚÃ¼°¡ Àå¹ÌºûÀÌ ³ª°í ÇÎÅ©ºûÀÌ ÁÁ¾Ò¾î¿ä  ±×¸®°í ÇâÀº ±×³É ´Þ´ÞÇÑ ÇâÀÌ¿´¾î¿ä  °³ÀÎÀûÀ¸·Î ÇâÀÌ Á¶±Ý °­ÇÏ´Ù°í ´À²¸Á³¾î¿ä  È®½ÇÈ÷ ±×³É ¹°¿¡ ¹Ý½Å¿å ÇÏ´Â°Íº¸´Ù ´õ ÃËÃËÇÏ°í ¾Ä°í³ª¼­ ÇÇºÎ°¡ ºÎµéºÎµé   ÇÑ°Í °°¾Ò¾î¿ä  °¡°ÝÀÌ Á¶±Ý ºñ½Ñ ÆíÀÌ¾úÁö¸¸ ±âºÐ ÀüÈ¯ÇÏ°í ½ÍÀ»¶§³ª °¡²ûÀº ÁÁÀº°Í °°¾Æ¿ä  ´ÙÀ½¹ø¿¡´Â ·¯½¬ ´Ù¸¥ Á¦Ç°µµ ½áº¸°í ½Í¾î¿ä È÷È÷,4,±àÁ¤
44,¼½½º ¹ã,28,º¹ÇÕ¼º,ÁöÄ£³¯ ¿åÁ¶¿¡ µû¶æÇÑ¹Ä ¹Þ¾Æ³õ°í ÆÛÁö´Â¸ð½À¿¡ Èú¸µ Çâ±â¿¡ Èú¸µ ÇÇºÎ¿¡ Èú¸µ ÁøÂ¥ ÃÖ°í¿¹¿ä ,5,±àÁ¤
45,¼½½º ¹ã,27,°Ç¼º,ÀÔ¿åÁ¦ ÇÏ¸é ·¯½¬Áö¿ë   ·¯½¬ ÀÔ¿åÁ¦¸¦ ÀÚÁÖ »ç¿ëÇÏ´Â 1ÀÎÀ¸·Î¼­  ·Î½¬ ¼½½º¹ã ÀÔ¿åÁ¦´Â ÀÔ¿åÁ¦ ÀÔ¹®ÀÚµéÀÌ °¡Àå º¸ÆíÀûÀ¸·Î »ç¿ëÇÒ ¼ö ÀÖ´Â »óÇ° ÀÎ°Í °°¾Æ¿ä Çâµµ ³Ê¹« ÁÁ°í »ö±òµµ ³Ê¹« ¿¹»µ¿ä ¿åÁ¶¿¡ ÀÔ¿åÁ¦ ³Ö¾î¼­ »ç¿ëÇÏ¸é ÇÇºÎµµ ¸Å²ø°Å¸®°í ÃËÃËÇØ¿ä ,5,±àÁ¤
46,¼½½º ¹ã,22,º¹ÇÕ¼º,·¯½¬ÀÇ ½ºÅ×µð¼¿·¯´ä°Ô Çâµµ ÁÁ±¸ ¸±·º½ºÇÏ°í ½ÍÀ» ¶§³ª ÁøÂ¥ ÇÇ°ïÇÒ ¶§ µü ÇÏ¸é ±âºÐÀÌ ³Ê¹«³Ê¹« ÁÁ¾ÆÁü ÇÑ¹ø¿¡ 12000¿øÀÌ Á¶±Ý ¾Æ±õ±â´Â ÇÏÁö¸¸ ±âºÐÀÌ ³Ê¹« ÁÁ¾Æ¼­ ²Ï ÀÚÁÖ »ç°í ÀÖÀ½,4,±àÁ¤
47,¼½½º ¹ã,27,¹Î°¨¼º,·¯½¬ ÃÖ¾Ö ¹è¾²¹ãÀÌ¿¡¿ä  Çâµµ ÁÁ°í ÃËÃËÇÏ°Ô ¸¸µé¾îÁÖ´Â ÀÔ¿åÁ¦   ·¯½¬´Â ÀÔ¿åÁ¦·Î ÀÔ¹®ÇÏ¼¼¿ë ,5,±àÁ¤
48,¼½½º ¹ã,30,°Ç¼º,Á¦ÀÏ ¸¾¿¡ µé¾ú¾î¿ä     »ö»óµµ ³Ê¹«³Ê¹« ·Î¸ÇÆ½ÇÏ°í ÀÌ»Ú°í ³¿»õµµ ³Ê¹« ÁÁ¾Ò¾î¿ä  °³ÀÎÀûÀ¸·Î ÇÃ·Î·²ÇÑ³¿»õ º°·Î ¾ÈÁÁ¾ÆÇÏ´Âµ¥ ÀºÀºÇÏ°í ³Ê¹« ÁÁ´õ¶ó±¸¿ä ³ì´Â Àå¹Ìµµ ±îÁöµé¾î°¡ ÀÖ°í     ºÐÀ§±â Â¯ÀÔ´Ï´Ù,5,±àÁ¤
49,¼½½º ¹ã,26,º¹ÇÕ¼º,Çâ ³Ê¹« ÁÁ°í ¿åÁ¶¿¡ ÆÛÁ³À»¶§µµ ³Ê¹« ¿¹»Ý ÀÔ¿å ÇÏ°í³ª¸é »ì¿¡¼­ °³ÁÁÀºÇâ ³²,5,±àÁ¤
50,¼½½º ¹ã,20,¹Î°¨¼º,ÀÏ´Ü Á¤¸» ÇâÀÌ ÁÁ°í Ã³À½¿¡ ·¯½¬¶ó´Â ºê·£µå¸¦ ¾Ë°Ô µÈ °Íµµ ÀÌ ¹è¾²¹ã´öºÐÀÎµ¥ Á¦°¡ ½áº» °ÍµéÁß¿¡¼­´Â ÀÌ Á¦Ç°ÀÌ Á¦ÀÏ ÁÁ¾Ò½À´Ï´Ù  ¾öÃ» ¸öÀÌ Æ÷±ÙÇØÁö°í ÁøÂ¥ ÇâÀÌ ´ë¹ÚÀÔ´Ï´Ù  °¡°Ý¸é¿¡¼­ ¾à°£ ºÎ´ãÀÏ¼öµµ ÀÖ´Ù´Â »ý°¢ÀÌ µé¼öµµ ÀÖÀ¸½Ã°ÚÁö¸¸ ÁøÂ¥ ÁÁ¾Æ¿ä  ¹è¾²¹ã¸»°íµµ ´Ù¸¥ Á¦Ç°µéµµ µÇ°³ ÁÁÀ¸´Ï±î ÇÑ ¹ø ½áº¸¼ÌÀ¸¸é ÁÁ°Ú¾î¿ä ,5,±àÁ¤
51,¼½½º ¹ã,21,º¹ÇÕ¼º,ÀºÀºÇÑ Àå¹ÌÇâ ³Ê¹« ÁÁ¾Æ¿ä   ±Ùµ¥ °¡¿îµ¥ Àå¹Ìºñ´©     ±×°Ô Àß ¾È³ì³×¿ä      °¡°ÝÀÌ »ìÂ¦ ºñ½Î±ä ÇÑµ¥ °¡²û »ç¿ëÇØµµ ÁÁÀ» µí ½Í¾î¿ä     µé¼Û,3,ºÎÁ¤
52,¼½½º ¹ã,22,º¹ÇÕ¼º,Åõ¸íÇÑ ÇÎÅ©»öÀÌ ¾Æ´Ï¶ó ÇÎÅ©¹°¿¡ Èò»ö ¹°°¨À» Åº µíÇÑ »ìÂ¦ Å¹ÇÑ ¿¬ÇÎÅ©»öÀ¸·Î Ç¥ÇöµÇ´Âµ¥ ±²ÀåÈ÷ ÀÌ»Ú°í Çâµµ ÀºÀºÇÏ°í ÁÁ¾Æ¿ä  ·¯½¬ Á¦Ç°µé Áß¿¡¼­ °¡°ÝÀÌ ±×³ª¸¶  ÂøÇÑ ÆíÀÌ¶ó ¾Ö¿ëÇÏ°í ÀÖ¾î¿ë ´Ù¸¸ °­·ÄÇÑ »ö»óÀÌ³ª ÇâÀ» ¿øÇÏ½Ã¸é º°·ÎÀÏ µí    ,5,±àÁ¤
53,¼½½º ¹ã,16,Áö¼º,°¡°ÝÀÌ ºñ½ÎÁö¸¸ Çâ±âµµ ÁÁ°í Èú¸µµÇ´Â ´À³¦ÀÌ¶ó Á¤¸» ÇÇ°ïÇÏ°í Â¥Áõ³µ´ø ³¯¿¡ ÇØÁà¿ä ³ª¸¦À§ÇÑ ÀÚ±×¸¸ ÅõÀÚ ÃßÃµÇà6,4,±àÁ¤
54,¼½½º ¹ã,21,º¹ÇÕ¼º,ÇâÀÌ ¼ÖÁ÷È÷ ±×·¸°Ô Æ¯º°ÇÏÁö´Â ¾Ê¾Æ¿ä  ±×³É Á» ´Þ´ÞÇÑ ´À³¦  ÀÔ´Ï´Ù  ¸ð¾çµµ ¾à°£ Á¾ÀÌºñ´©  ´À³¦ÀÌ¶ó ±×·¸°Ô ¿¹»Ú´Ù°í ¸ø ´À²¼¾î¿ä   °µÃë·Î ¹öºí¹ãÀ» ´õ ÁÁ¾ÆÇØ¼­ ±×·±°¡ º°·Î¿´¾î¿ä  Àú¸¸ ±×·¨À»¼öµµ ÀÖ´Âµ¥ ¹°¿¡ Àß ¾È³ì¾Æ¿ä     ³ì±ä ³ì´Âµ¥ ¿À·¡ °É¸°´Ù°í ÇØ¾ßÇÏ³ª  ºÐÀ§±âÅ¸¼­ ¹Ù·Î ¿åÁ¶·Î µé¾î°¡½Ç·Á¸é ¹Ì¸® Á» Ç®¾î³õÀ¸½Ã´Â°Å ÃßÃµµå¸³´Ï´Ù  ¿ö³« ¸í¼ºÀÌ ¶Ù¾î³ª¼­ Á¦°¡ ±â´ëÇÑ°Ô Å«°¡ºÁ¿ä   ·¯½¬ ÀÏº»¿¡ °øÀåÀÖ´Ù±×·¡¼­ Á» ¾Æ½¬¿î°Íµµ ÀÖ³×¿ä  ,2,ºÎÁ¤
55,¼½½º ¹ã,30,º¹ÇÕ¼º,  ÀåÁ¡ ³Ê¹« ¿¹»Ú´Ù ÇâÀÌ ÁÁ´Ù ÇÇºÎ°¡ ¸Å²ö¸Å²ö    ´ÜÁ¡ ºñ½Î´Ù ÇÑ ¹ø ¾²±â¿£ ³Ê¹« ¾Æ±î¿î ´À³¦ °ÅÇ°Àº ¾È³²    ÃÑ ¾à°£ ¹öºí ´À³¦ ÀÖ´Â ¹è¾²¹ãÀ» ÁÁ¾ÆÇÏ´Âµ¥ ÀÌ°Ç °ÅÇ° ³ª´Â °Ç ¾Æ´Ï°í  ±×³É °í´ë·Î µÎ¸é »öÀÌ ¾öÃ» ¿¹»Ú°Ô Ç®¾îÁö¸é¼­ ²ÉÀÙµµ µÕµÕ ¶ß°í    ³Ê¹« ¿¹»Þ´Ï´Ù  Çâµµ ÁÁÀº ÆíÀÌ°í »öµµ ¿¹»µ¼­ ¸ñ¿åÇÏ´Â ½Ã°£ÀÌ Èú¸µÀÌ°í  ±Ùµ¥ ÇÑ ¹ø ¾²°í ¹ö¸®±â¿£ ³Ê¹« ºñ½Ñ°¨ÀÌ ¾øÀÝ¾Æ ÀÖÁÒ   ,4,±àÁ¤
56,¼½½º ¹ã,34,¹Î°¨¼º,¼½½º¹ãÀº ´Þ´ÞÇÏ´Ï ÁÁÀº Çâ±âÀÓ  ²ÉÀÙÀÌ ³ªÇ®°Å¸®°í ¹º°¡ ÀüÇüÀûÀ¸·Î »ó»óÇÏ´ø ¹è¾²¹ã ±×ÀÚÃ¼ ,4,±àÁ¤
57,¼½½º ¹ã,32,º¹ÇÕ¼º,ÇÎÅ©ÇÎÅ©ÇÑ ¹è¾² ·¯½¬ ¼½½º¹ãÀÌ¿¡¿ä    Çâ±âµµ ³Ê¹« ÁÁ°í »ö°¨µµ ÁÁ¾Æ¼­ ¿äÁòÃ³·³ ¾îµð ´Ù´Ò¼öµµ ¾ø°í »ç¿ì³ªµµ ¸ø°¡´Â ¶§ »ç¿ëÇÏ°Ô ³Ê¹« ÁÁÀº ¹è¾²¹ãÀÌ¿¡¿ä  ÀÌ¾È¿¡ ²ÉÀÙµµ µé¾îÀÖ¾î¼­ ½Å±âÇÏ´õ¶ó±¸¿ä  ÇÇºÎµµ ÃËÃËÇØÁö°í ¸¾¿¡ µé¾ú´ä´Ï´Ù  ¿©±âÀú±â ½ºÆ®·¹½º ¸¹ÀÌ ¹Þ´Â ¿äÁò ÀÌ·¸°Ô¶óµµ ½ºÆ®·¹½º Ç®¾îº¸ÀÚ±Ô¿ä    ¾ê´Â ¹öºí¹öºí¾Æ´Ñ ¹è¾²¹ãÀÎ È®ÀÎÇÏ¼¼¿ä    ÄÚ·Î³ª ¾ó¸¥ ¹°·¯°¡¶ó¾Æ¾Æ¾Ó ,5,±àÁ¤
58,¼½½º ¹ã,26,°Ç¼º,º­¸£°í º­¸£´Ù°¡ µåµð¾î ½áº» ÀÔ¿åÁ¦   Çâµµ ÀºÀºÇÏ°í Å¸»ç Á¦Ç°º¸´Ù »öÀÌ ´õ ÁøÇÏ°Ô ¿Ã¶ó¿Í¼­ ÁÁÀº °Í °°¾Æ¿ä ÀÌ°Å »ç¿ëÇÏ°í ³ª¼­ ±× ´ÙÀ½³¯ ¾ÆÄ§±îÁö »ì³¿»õ ¸ÃÀ¸¸é ÀºÀºÇÏ°Ô Çâ ³µ´Ù´Â   ,5,±àÁ¤
59,¼½½º ¹ã,23,°Ç¼º,³ª´Â ³ª È¥ÀÚ   ½è´Âµ¥        Àå¹Ì »Ð ÇÏ°í ¶°´Ù´Ï´Â°Å º¸¸é ±âºÐ ÁÁ¾ÆÁü Çâ±â Ã¼°í ´Þ´Þ Àú´Â ¾Æ±î¿ö¼­ ÀÌµîºÐÀ¸·Î ³ª´²¼­ ½è¾î¿ë ¾Æ±Û°í  ¹è¾²¹ã ¿ÊÀå¿¡ ³Ö¾îµÎ¸é ¹æ¿¡¼­ Çâ±â ³ª¿ä ÇÑµÎ´ÞÁ¤µµ  ,4,±àÁ¤
60,¼½½º ¹ã,24,Áö¼º,Àú´Â ¹ÝÀ¸·Î ¼ÒºÐÇØ¼­ ÀÌÆ²µ¿¾È ³ª´²½è¾î¿ä  ÀºÀºÇÑ ²ÉÇâÀÌ ¸ö¿¡ ½º¸çµé¾î¿ä  ³ª¸¦ À§ÇÑ »çÄ¡ÅÛÀ¸·Î ÁøÂ¥ ÁÁ¾Æ¿ä ±Ùµ¥ Áý¿¡ ÀÖ´Â ¿åÁ¶¿¡¼­ ÇÏ¸é Ä¡¿ì´Â °Ô Á» ±ÍÂú¾Æ¼­ ³î·¯°¡¼­ ¸¹ÀÌÇØ¿ä  ¼ÒºÐÇØ¼­ ¹Ý°ª¿¡ ÆÈ¾ÒÀ¸¸é ÁÁ°Ú´Ù ,5,±àÁ¤
61,¼½½º ¹ã,33,Áö¼º,Çâµµ ÁøÂ¥ ÁÁ°í ¾çµµ ¸¹°í Á¶±Ý¸¸ »ç¿ëÇØµµ °ÅÇ°ÀÌ ¿ÏÀü Ç³¼ºÇÏ°í ÂËÂËÇØ¿ä ±Ùµ¥ ´ÜÁ¡Àº ÀÌ°Ô ÇÑ¹ø »ç¿ë½Ã¿¡ ´Ù ³Ö±â¿¡´Â °¡°Ýµµ ºñ½Î°í    Á¶±Ý¸¸ ³Ö¾îµµ °ÅÇ°ÀÌ ¹«Áö Ç³¼º ÇÏ±â ¶§¹®¿¡ 1 3 Á¤µµ·Î ¼ÒºÐµÇ¾î ÆÈ¾ÒÀ¸¸é ÁÁ°Ú¾î¿ä Àß ¾È±úÁ®¼­ ±ú±âµµ Èûµé °Åµç¿ä   °¡²û ÀÏ³â¿¡ µÎ¹øÁ¤µµ ºò¼¼ÀÏ ÇÏ´Âµ¥ ±×¶§»ç¸é ¿ÏÀü½Î¿ä,4,±àÁ¤
62,¼½½º ¹ã,24,Áß¼º,ÇâÀÌ Á¤¸» ÁÁ¾Æ¿ä   Àå¹Ìºûµµ ÀÌ»Ú°í ¶°´Ù´Ï´Â Àå¹Ì¸ð¾çÀÇ ºñ´©   µµ ÁÁ½À´Ï´Ù   Ã³À½¿£ ´ú Ç®¾îÁ®¼­ ¹¶Ä£°ÇÁÙ Âø°¢ÇÏ±âµµ ÇßÁö¸¸   ·¯½¬ÀÇ º£½ºÆ®¼¿·¯ÀÎ ÀÌÀ¯¸¦ ¾Ë°Ú¾î¿ä  ,5,±àÁ¤
63,¼½½º ¹ã,23,º¹ÇÕ¼º,Çâµµ »öµµ Á¶±Ý¾¿ µé¾îÀÖ´Â Àå¹Ì ²ÉÀÙ ¸ð¾ç ºñ´©µµ ´Ù ³Ê¹« ÁÁ¾Ò¾î¿ä     ³²ÀÚÄ£±¸¶û Çàº¹ÇÑ ½Ã°£ °¡´É   ÇâÀÌ ¸ö¿¡ º£¾î¼­ ¿À·¡ Áö¼ÓµÇ´Ï ³²ÀÚÄ£±¸µµ ³Ê¹« ÁÁ¾ÆÇÏ´õ¶ó´Â   ³²ÀÚÄ£±¸°¡ Á÷Á¢  ÁÁÀº ÇâÀÌ °è¼Ó ³ª¼­ ³»³» ³Ê¹« ÁÁ¾Ò´Ù  ¶ó°í ÇÏ°í    ¾ÆÁ÷µµ ÁÁÀº ÇâÀÌ ³­´Ù  ¸ç ÀÚ²Ù µéÀÌ´ë³×¿©   ¿ø·¡µµ ³ª ÁÁÀº³¿»õ ³ª´Âµ¥ ¿Ö ÀÚ²Ù Àú·¯´ÂÁö     ±Ùµ¥ Àú¸¸ ¼½½º¹ãÀÌ ÀÚ²Ù ¹° ¹ØÀ¸·Î °¡¶ó¾É¾Æ¼­ ÀÌ»Ú°Ô ³ì´Â ¸ð½ÀÀ» ¸øº» °Ç°¡¿ä   ,4,±àÁ¤
64,¼½½º ¹ã,23,Áö¼º,¼±¹°¹Þ¾Æ¼­ ½áºÃ´Âµ¥ ÇâÀÌ ³Ê¹« ÁøÇÏ°Å¶ó±¸¿©   ´ÙÀ½¿£ Àß¶ó¼­ ½áºÁ¾ß°Ú¾î¿ä °ÅÇ°ÀÌ ¾È³ª¼­ ¾Æ½¬¿üÁö¸¸ »ìµµ ºÎµéÇØÁö°í ÇâÀÌ ÁÁ¾Æ¼­ ¸¸Á·Çß³×¿ä Àç±¸¸Å ÀÇ»ç´Â    ¾ø´Â°É·ç,3,ºÎÁ¤
65,¼½½º ¹ã,25,¹Î°¨¼º,ÇâÀÌ ÁøÂ¥ °­ÇØ¿ä  Àý´ë ÀºÀºÇÏÁö ¾Ê½À´Ï´Ù  ¾öÃ» °­·ÂÇÑ ²ÉÇâ ¹°¿¡Ç®¸é ¹°ÀÌ ÇÎÅ©ºûÀ¸·Î º¯ÇØ¼­ ¿¹»µ¿ä  ¾È¿¡ ¼¯¿©ÀÖ´Â ²ÉÀÙÀÌ µÕµÕ¶ß´Âµ¥ ²ÉÀÙµµ ½Ã°£Áö³ª¸é À¸±úÁöµíÀÌ ³ì½À´Ï´Ù  ÀÌº¥Æ®¼ºÀ¸·Ð ±¦Âú¾ÒÁö¸¸ Àç±¸ÀÔÀÇ»ç´Â ¾ø½À´Ï´Ù  ´ÙÀ½¿£ °ÅÇ°³ª´Â°É·Î »çº¸·Á±¸¿ä,3,ºÎÁ¤
66,¼½½º ¹ã,19,Áö¼º,¾ðÁ¦ °¡°ÝÀÌ ÀÌ¸¸Å­ ¿Ã¶ú´ã     ÇÏ³ª ´Ù ¾²¸é ÇâÀÌ ³Ê¾î¾î¾î¹«¿ì¿ì¿ì ½ê¿ä ¸ñ¿åÇÒ ¶§ ±âºÐÀº ÁÁÀ» ¶§ ¿Â Áý¾È¿¡ ÀÎ°ø ²ÉÇâ±â Áøµ¿    ¿¹»Ú°í ±×³ª¸¶ ·¯½¬ Áß¿¡´Â ½Ñ ÆíÀÌÁö¸¸   ,3,ºÎÁ¤
67,¼½½º ¹ã,24,º¹ÇÕ¼º,ºñ½Î¼­ ÀÚÁÖ´Â ¸ø»çÁö¸¸ ¾ÆÁÖ ¸¾¿¡ µé¾î¿ä Çâµµ ÁÁ°í »öµµ ¿¹»Ú°í ´ÙÀ½¿¡ ¶Ç ±¸ÀÔÇÏ°í ½Í³×¿ä,5,±àÁ¤
68,¼½½º ¹ã,28,°Ç¼º,°¡²û »ç¼­ ¾²¸é ±âºÐÀüÈ¯µÇ´Â   º£½º¹ã »öµµ ¿¹»Ú°í ¸¾¿¡ µì´Ï´Ù,4,±àÁ¤
69,¼½½º ¹ã,24,º¹ÇÕ¼º,Àå¹ÌÇâ ÁÁ¾ÆÇØ¼­ ÀÎÅÍ°¥¶ôÆ½°ú 1µîÀ» ´ÙÅõ´Â ¹è¾²¹ãÀÌ¿¡¿ä ¼ÖÁ÷È÷ ¹è¾²¹ãÀº È£Ä²½º Áñ±â¸é¼­ È¥ÀÚ »çÄ¡ºÎ¸®´Â ÅÛÀ¸·Î ¾²´Âµ¥ Àú¸¸ ±×·±°¡¿ä   È¥ÀÚ ¹° °¡µæ Ã¤¿ö³õ°í ¹è¾²¹ã ÅÍ¶ß¸®°í ÀÎ  °·¼º¼¦ ÂïÀÝ¾Æ¿ä  ·¯½¬¸ÅÀå¿¡¼­ ‹ô¶ß¹ãÀÌ¿ä   ÇÏÁö´Â ¸øÇÏ°í Àú  ÀÌ°í ÁÖ¼¼¿© ÇÏ°í Áý¿¡¼­ Èå¹µÇÏ°Ô Ç®°í ³î±â ²ÉÀÙÀÌ¶û °ÅÇ°ÀÌ º¸±Ûº¸±Û ÀÏ¸é¼­ ÀºÀºÇÑ Àå¹ÌÇâÀÌ ³ª¿ä ¹éÆÛ¼¾Æ® Àå¹Ì º¸´Ù´Â ÀºÀºÇÑ ÇÃ·Î·² °è¿­ÀÌ ¸Â´Â µí ÇØ¿ä ¾ÆÀ¯ ÇÎÅ©»ö¿¡ ²ÉÀÙ µ¿µ¿ÀÌ¶ó ÀÌ¸§ Âü  Àß Áö¾úÁÒ µû¶æÇÑ ¹°¿¡ Ç®°í ¿µÈ­³ª ÁÁ¾ÆÇÏ´Â ¿µ»ó º¸¸é ½Ã°£ °¡´Â ÁÙ ¸ô¶ó¿ä ¸öÀÌ Ç®¾îÁö¸é¼­ ÇÇ·Î°¨µµ ½Ï »ç¶óÁö´Â °Í °°´õ¶ó±¸¿ä ÇÇºÎµµ Á¶±Ý ºÎµå·¯¿öÁø ´À³¦ÀÌ°í »ì³¿»õ°¡ ²ÉÇâ±â¶ó Àáµé±â Àü±îÁöµµ ±âºÐ ÁÁ¾Ò¾î¿ä  °ÅÇ°ÀÌ ¾ø´Â Á¦Ç°ÀÌ±â ¶§¹®¿¡ ¹öºí¹Ù ÃëÇâ¿¡ ¸Â°Ô ¼±ÅÃÇÏ½Ã¸é Æþ´çÆþ´çµµ °¡´É  ¹ÝÂ¦¹ÝÂ¦ÇÑ È­·ÁÇÔÀÌ ÁÁ´ÙÇÏ¸é ´Ù¸¥ Á¦Ç° »ç¼¼¿ä  ,5,±àÁ¤
70,¼½½º ¹ã,22,º¹ÇÕ¼º,°ÅÇ°Àº °ÅÀÇ ÀüÇô ¾ø´Ù°í ºÁµµ ¹«¹æÇß°í ÇâÀº Á¤¸» ÁÁ¾Ò¾î¿© ÀºÀºÇÏ°Ô °¨½Î´Â ´À³¦  ±×¸®°í º¸±Ûº¸±Û °Å¸®¸é¼­ ²ÉÀÙ ³ª¿À´Â°Ô ¶Ç ´Ù¸¥ ÆÛÆ÷¸Õ½º ¿ä¼Ò¶ó Á» Àç¹Õ¾ú½À´Ï´Ù Ã¹ ÀÔ¿åÁ¦ÀÎµ¥ ¸¸Á·Çß¾î¿©,4,±àÁ¤
71,¼½½º ¹ã,22,º¹ÇÕ¼º,¾È ½áº» »ç¶÷Àº ¸»À» ÇÏÁö ¸»¾î    ÀÌ°Ç ±×³É ¼±¹°¿ëÀÌ ¾Æ´Ï°í ³»µ·³»»ê ÇÏ±âµµ Á¤¸» ÁÁÀº Á¦Ç°  ´Ù¸¥ Á¦Ç°µéµµ ÇÏ³ª¾¿ ²À ½áº¸¼¼¿ä    Çâ±â    ³Ê¹« ÁÁ¾Æ   ,4,±àÁ¤
