Column1,제품,age,skintype,review
141,첵스 앤 밸런스,29,민감성,면세가면 두세통 사오는 클랜징폼 거품도 쫀쫀하니 잘나고 향도 좋고 트러블도 안나고 좋은제품 
142,첵스 앤 밸런스,27,지성,친구꺼 빌려 썼는데 얼굴이 하나도 안건조해져서 반해서 샀습니다 만 제가 해외에서 살기시작하면서 이 제품을 시작했는데 이 제품이 안맞는건지 제가 사는 곳의 물이 안맞는건지 여드름으로 고생을 했네요 세정력도 좋고 얼굴도 안건조해지고 향도 기분 좋아요 그런데 제 피부가 뒤집어진 이유를 모르겠어요 
143,첵스 앤 밸런스,31,복합성,조금 뻑뻑하다고 할 수 있는 제형이다보니 조금만 짜서 사용해도 쫀쫀한 거품이 나요 민트 허브 같은 향이 나서 세안시 상쾌하고 무엇보다 세안 후 뽀득뽀득하니 제대로 씻긴 느낌이 나고 물론 세정력도 좋아요 진하게 메이크업하지 않는 이상 포인트 메이크업만 전용 리무버로 지우고 오리진스 제품 하나만으로도 충분합니다 클렌징 제품은 매일 사용하다보니 백화점 브랜드 가격대의 제품은 크게 손에 가지 않지만 이 제품의 경우 면세 이용 또는 브랜드 1 1 혹은 정품 증정 행사 이용하면 드럭스토어 가격과 비슷해서 좋은 기회로 구매할 수 있을 것 같아요 
144,첵스 앤 밸런스,26,민감성,세정력이 진짜 좋아요 왠만한 화장은 얘 하나로 다 지워져요 근데 단점은 얼굴이 넘 건조해져요 지성분들 추천
145,첵스 앤 밸런스,28,건성,전에 원플하길래 사서 썼는데 거품이 매우 쫀쫀하게 잘남 풍성하게 많이 난다 보다는 진짜 쫀쫀한거품 이라 모공 구석구석 씻겨나가는 느낌 거품이 잘 꺼지지도 않음 한번씩 원플달릴때 사면 개꿀템 한번에 많은양을 필요로 하지 않아서 엄청 오래쓴듯 건성인데 좀 당기는 느낌은 있었으나 무난하게 쓸만한듯 세일하면 또사야징 
146,첵스 앤 밸런스,32,복합성,거품도 잘나고 뭔가 시원한 향 등 특별히 나쁠거 없이 좋아야 하는 제품인데 왜 나한텐 안맞는 느낌일까
147,첵스 앤 밸런스,26,복합성,이거 좋아요 코스트코에서 팔길래 사봤는데 재구매 의향있슴당 _ 
148,첵스 앤 밸런스,25,건성,피부타입에 관계 없이 무난하게 사용가능한 제품 같아요 일단 거품이 잘 나는 편이라 만족하면서 쓰고있어요 화장이 진한날 이차세안으로 쓰는증인데 일차세안으로도 한번 써볼 생각중이에여
149,첵스 앤 밸런스,27,건성,샘플 라벨에 세정력 짱짱 이라고 쓰여 있었는데 여행가서 쓰는 동안 화장 지우는 파워풀함 하나는 개굿 혼자서도 능히 오일과 티슈의 역할을 해내었다 다만 당김현상만은 여느 클렌징폼과 다를 바가 없었다 
150,첵스 앤 밸런스,36,복합성,폼클중에서 꽤 유명해서 써봄 순하고 거품이 풍성하고 쫀쫀하게 잘 남 2차세안에 꼭씀 복합성 피부에 촉촉한편 미친듯한 당김이 없다 향이은은하니 좋고 양이 겁나많음 지겨울때는 중간중간 다른거에 한눈팔고 다시 돌아와서 쓰고있음
151,첵스 앤 밸런스,32,건성,여드름 한참 올라올때 썼던 클렌징이네용 좀 화한느낌이 있는데 여드름 진정되는 느낌이에요
152,첵스 앤 밸런스,32,복합성,약간 치약같은 쏴한 느낌이 있음 그냥저냥 잘 쓰고 있지만 같은 값이면 다른거 써보고 싶음
153,첵스 앤 밸런스,43,복합성,무난한 폼클 향이 참 좋아요 
154,첵스 앤 밸런스,28,민감성,자극 없고 가격만큼 용량도 적당해서 좋음
155,첵스 앤 밸런스,32,복합성,20대 초중반까진 잘썼어요 세정력도 좋았고 순해서 두통을 비울때쯤 한통을 쟁여놨었는데 하지만 어느순간부터 얼굴이 건조해지는 느낌이 들면서 사용 중단했습니다 트러블성 지성 피부에 나쁘지 않은 클렌징폼이에요 하지만 이젠 굿바이 
156,첵스 앤 밸런스,26,지성,세정력도 괜춘하고 무엇보다 향이 좋아서 굳굳
157,첵스 앤 밸런스,30,지성,어떤날은 세수만 했는데 피부가 좋고 어떤날은 이거 썼는데 트러블올라오고 
158,첵스 앤 밸런스,30,민감성,이거 쓰고 밤새 얼굴 불나는줄 오리진스 화장품 거의 다 잘맞았는데 이건 진짜 
159,첵스 앤 밸런스,32,복합성,향은 좋지만 사용감도 세정력도 별로라 샘플 받아도 안쓰게됨
160,첵스 앤 밸런스,35,건성,세통정도 썻는데 딱히 너무 좋진 않았지만 무난무난햇음 바비브라운 클렌징오일이랑 궁합짱인데 그래도 설화수가 더 순행
161,첵스 앤 밸런스,35,민감성,추천으로 쓰기시작해서 연속으로 5통까지 쓴듯 이제는 바꿔야할것 같아서 바꾸긴햇지만 거품도 풍부하고 세정력도 좋음 행사도 자주해서 가격도 무난한듯 마지막 남은것을 쓰기위해서는 통을 가위로 잘라야함 
162,첵스 앤 밸런스,43,복합성,저희 완소 아이템 씻고 나면 뽀득한데 피부가 수분을 뺏긴 게 아니라 더 촉촉 탱글해진 느낌 아침 세안제로도 좋아요 오가닉한 고급진 향도 최고 
163,첵스 앤 밸런스,27,건성,향도 좋고 무난하게 쓰기 좋아요
164,첵스 앤 밸런스,29,지성,정말 순하고 거품이 촘촘하게 풍성함 매우 부드러운 크림느낌 잘씻기고 트러블나지않음 민감성피부한테 노자극 
165,첵스 앤 밸런스,29,지성,일단 향이 민트라 시원해서 좋고 씻고나면 뽀득뽀득한 느낌이 좋음 단 뽀득뽀득의 결과로 뭐 안바르면 매우 땡김 
166,첵스 앤 밸런스,32,민감성,리뷰가 거의 좋은데 저는 복합성에 가끔 기름 많은데도 이거 쓰고나면 알굴이 많이 당겨요 개인차에 따라 다르지만 저는 그냥 그런거 같아요 가벽대비 별로 그닥 
167,첵스 앤 밸런스,33,민감성,스팟연고처럼 바르고자면 트러블이 잠재워진다는둥 피부가 좋아지네 어쩌네 다 거짓말같음 
168,첵스 앤 밸런스,27,복합성,무난해요 매우 무난 딱히 단점은 없습니다 
169,첵스 앤 밸런스,31,복합성,세정력도 최고 뽀득뽀득한 느낌 근데 가격이 비싸서 그렇지 클렌징폼 중에 최고
170,첵스 앤 밸런스,25,건성,그냥 그랬어요 향이 좋아요
171,첵스 앤 밸런스,27,건성,밀크타입 클렌징 싫어하시는 분께 강추합니다 밀크타입은 아무리 헹궈도 씻긴 느낌이 안나서 싫어하는데 이건 진짜 뽀득뽀득 좋아요 그리고 정말 소량만 짜서 써도 되서 엄청 오래씁니다 재구매 의사있어요 
172,첵스 앤 밸런스,27,지성,나한테는 별로였다 순할 줄 알고 샀는데 쓰고 나면 너무 건조했다 건성 피부가 아닌데도 쓰고 나면 왜케 건조했는지 모르겠다 그렇다고 세정력이 엄청 좋은 것도 아닌 것 같구 또 이걸 쓰는 시기에 여드름이 계속 났다 이것 때문인지는 모르겠지만 지금은 다른걸로 바꾸고 많이 가라앉았다 재구매 의사는 없음 
173,첵스 앤 밸런스,34,복합성,재구매만 3번 한 상품 그것도 대용량으로 치약향이라 개운한데 얼굴이 쏴하진 않고요 엄청 농도가 짙다고 해야할 지 소량으로도 풍부한 거품이 나요 왜 유명한 제품인지 이해 가능 그러나 자꾸만 가격을 올리는 그만해 그러지마
174,첵스 앤 밸런스,29,복합성,가격대가 클렌징 치곤 좀 부담스런 편이긴하지만 매우 부드럽고 거품 잘나고 피부에 자극도 적어요 향도 은은하니 좋아서 넘나 잘쓰고있는것 
175,첵스 앤 밸런스,26,복합성,무난함 한번쯤은 써봐도 괜찮은 제품 
176,첵스 앤 밸런스,32,복합성,쓸만해요 쓸만한데 쓸만한게 다야 향은 중독될거같음 
177,첵스 앤 밸런스,20,복합성,무난무난하고 향도좋음요 쫌 비싸지만 세정력도조쿠
178,첵스 앤 밸런스,35,지성,클렌징워터쓰고 2차세안으로 쓰는데 세안 후 당기지 않아서 좋음 아침에 잠 덜 깼을때 이걸로 세안하면 살짝 화한 느낌이 있어 잠깬다 히히
179,첵스 앤 밸런스,32,건성,잘씻긴다 막 블랙헤드 척결 이렇지는 않아도 바닥빠닥하게 씻기는 맛에 계속 쓰게된다 요즘 워낙 저렴이들이 잘나와서 가격 생각하면 좀 그렇지만 워낙 트러블도 없고 거품도 잘나고 향도 괜찮으니까 
180,첵스 앤 밸런스,34,민감성,클라리소닉이랑 같이 쓰고있는데 에스티로더 더블웨어 파데도 지워져요 짱짱짱 제가 굉장히 민감성 피부에 복합성인데 정말 잘맞아요 거기다가 거품 많이 나서 좋음 
181,첵스 앤 밸런스,37,복합성,향이 인공적이지않아 좋아요 거품도 풍성하고 세안 후 건조한느낌도 없구요 근데 왜때문인지 힘조절이 어려워서 항상 필요이상의 양이 나오네요 다른 뽀독한 폼클렌징중에도 더 저렴한제품이 많아서 좋다는 느낌은 못받겠어요
182,첵스 앤 밸런스,27,복합성,복합싱피부에 정말 짱 이름처럼 건조하지도않고 여드름도 안났고 좀비싸지만 일년넘게 썼어요 추천
183,첵스 앤 밸런스,34,복합성,향이 정말 좋아요 상큼하면서도 독특한 허브 향이라 세안 후 개운한 느낌이고 부드러운 제형이라 매일 아침세안용으로 잘 사용하고 있습니다
184,첵스 앤 밸런스,27,복합성,거품이 풍성하게 잘 나서 좋고 트러블 없이 무난하게 쓰기 좋음 그치만 딥클렌징까지는 아닌듯 블랙헤드 관리를 잘 못 해줌
185,첵스 앤 밸런스,29,복합성,클렌징폼이 안맞는 피부인데 하루종일 화장 안한 피부에 쓰기 딱좋음 근데 일차세안을 오일로 하고 이차세안을 이것으로 하면 뾰루지 나서 가끔 일차세안용으로 사용중 일차세안으로 할땐 땡기지도 않구 딱좋고 뾰루지도 안나서 좋음
186,첵스 앤 밸런스,32,건성,한 2년전부터 이것만씀 쫌만 짜서 브러쉬로 거품내면 장난아님 
187,첵스 앤 밸런스,35,복합성,면세점에서 싸게 구매해서 두통 써봤는데 무향이고 순해서 좋아요 
188,첵스 앤 밸런스,42,복합성,잘 씻기고 세안 후 당기지도 않고 기본에 충실한 폼클임 향은 치약냄새 물씬 나는 게 내 취향에 딱 맞음 농도가 진해서 소량으로도 거품 많이 나고 잘 씻기기 때문에 진짜 오래 씁니다 그래서 한통 조금 넘게 쓰고 벌써 질려버린 건 함정 
189,첵스 앤 밸런스,31,민감성,거품이 풍성하게 나고 거품도 부드러움 일반 폼클의 인위적인 향기가 아닌 음 뭔가 쎄 한 여드름 없애줄 것 같은 그런 향이 남 한번만 하도 세정력 좋아서 폼클 이중세안 안해도되서 좋음 다시 꼭 이것만 사야해 엄청 좋다 는 잘 모르겠음 폼클이란 원래 그런것이니
190,첵스 앤 밸런스,46,복합성,폼클의 기본은 함 잘 씻겨주고 적당히 뽀득해짐 한 동안 에스티 로더 폼클과 함께 나의 동반자였음 오리진스 제품은 한국가격이 미국가격의 두배라 가격을 생각하면 한국에선 또 쓰진 않을듯 
191,첵스 앤 밸런스,33,복합성,오리진스기초 쓸때 사용했었는데 다른 제품에 비해 많이 순하지도않고 당김도 약간있어요 
192,첵스 앤 밸런스,26,복합성,좋게 잘 쓰고 있음 하나 다 써서 다시 살거임 세정력도 좋고 마무리감도 좋음 
193,첵스 앤 밸런스,36,민감성,선물 받아서 두통 써봤는데 무난해요 
194,첵스 앤 밸런스,30,건성,이거 세통째 쓰고 있어요 완전 추천이에요 건성이고 트러블도 잘안나는편인데 스트레스때뭄인지 이마에 트러블 나서 고민이 있었어요 근데 폼클레인징 때문에 트러블이 줄어들 생각을 안했는데 이거 쓴 이후로 좋아졌네여 다 천연제품이니 추천드려영 
195,첵스 앤 밸런스,40,복합성,향이 참 좋아요 한때 기초는 오리진스만 썼었던 적도 있었는데 향이 참 좋거든요 효과는 잘 모르겠다는 
196,첵스 앤 밸런스,25,복합성,거품이 짱짱 풍성해짐 비싼감도없지안아있지만 무난
197,첵스 앤 밸런스,26,건성,순하고 거품많아서 깨끗해지는 느낌이 나요 바르고나서 땡기지도 않고 굿이에요 
198,첵스 앤 밸런스,45,민감성,내 사랑 첵스 색조화장 대충 지워낸 후 이거 하나로 오케이 뽀도독 뽀도독 완전 개운함 
199,첵스 앤 밸런스,29,지성,진짜 저녁에 사용하기 좋아요 뽀득뽀득하고 향도 싱그러워요 하루의 피로가 씻기는 기분
200,첵스 앤 밸런스,34,복합성,개인적으로 뽀드득하게 닦이는걸 별로 안좋아하고 가격대비 크게 좋은걸 못느껴서 쏘쏘 워터클렌저로 1차하고 2차로 이거 쓰는데 여름이라서 개운하고 깨끗하게 씻기는 느낌은 괜찮아요 향은 호불호가 많이 갈리는거 같은데 전 불호 
201,첵스 앤 밸런스,25,건성,진짜 순해서 좋음 향도 좋음 호불호 갈리는지도 몰랐음 
202,첵스 앤 밸런스,38,지성,유수분 밸런스를 맞춰준다고 함 부드럽고 촉촉하면서도 개운한 느낌 다만 가격이 비싸요오 
203,첵스 앤 밸런스,28,복합성,선물받은건데 냄새는 개인적으로 싫어하는 냄새라서 뭔가 피부에쓸때 독하지 않을까 싶엇는데 순하고 좋았어요 냄새는 사람마다 취향이 다르지만 전 별루 재구매하고싶엇는데 파는곳이 많이 않아가지구 못삿네요 이거 쓰고 피부변화가 막 일어난다거나 그런건 아니구 그냥 거품입자도 작게해서 풍성하게 나오고 부드러워요 네이쳐리퍼블릭 스네일 어쩌구엿나 그거랑 이거랑 써본 우리 언니가 괜찮다고 함 언니 민감성 피분데 순하고 좋은것같다구
204,첵스 앤 밸런스,37,중성,무난무난하게 쓰기 좋음 기분 좋은 향도 플러스에 한 몫 함
205,첵스 앤 밸런스,33,건성,향이 릴렉싱되는 느낌 나쁘지않음
206,첵스 앤 밸런스,31,건성,최고에요 아침 저녁 다 쓰는데 민감성에도 딱 좋아요 얼굴도 점점 환해지는 느낌 
207,첵스 앤 밸런스,31,건성,두통째 일단 거품이 많아서 좋고 씻고난후에 촉촉해서 조음
208,첵스 앤 밸런스,31,복합성,저녁마다 이차세안용으로쓰는데 하루지친피로 다풀어주는향 아로마향같은 째뜬넘좋음 뽀드득한듯 촉촉하게 잘씻김 클렌징폼은 싼거면된다는 나를 다섯통째사게만듬 하지만 아침용으론 비추
209,첵스 앤 밸런스,30,복합성,네통째 쓰고있는 클렌징폼 민감성 트러블피부인 오빠부터 여중생 동생까지 아무도 트러블이나 악화없이 잘 쓰고있음 상쾌한 향때문에 아빠도 좋아하시는데 향은 호불호가 갈릴듯싶당
210,센서리 테라피 피스오브마인드,43,복합성,페이스오일 카테고리에 있는 건 좀 아닌 듯 하고 얼굴에 쓰기보다 목이나 어깨에 쓰는 편 목과 어깨가 뻐근할 때 승모근을 적은 양으로 마사지 해주면 시원해요 두통있을 땐 관자놀이에도 묻혀서 둥글둥글 손끝으로 마사지 해줬었습니다 용량대비 비싼 듯 하지만 잘 썼던 것 같습니다 예전에는 백화점 오리진스 매장에서 구매했었는데 지금은 면세점에서만 구매가 가능한 듯 
211,센서리 테라피 피스오브마인드,33,건성,작지만 오래 쓸수있어서 가성비템이라고 생각합니다 자기전이나 명상 전에 주로 사용해요 
212,센서리 테라피 피스오브마인드,33,복합성,이거 진짜 너무너무 좋아요 민트 아이스크림까지 좋아하는 저는 이런 향 정말 사랑하는데 바르고 있으면 시원하기까지 면세에서 사온 거 선물받았는데 더 쟁이고 싶어요
213,센서리 테라피 피스오브마인드,44,복합성,요가하기전에 승모근이랑 관자놀이에 바르면 집중이 엄청 잘 되요 운동필수품입니다
214,센서리 테라피 피스오브마인드,34,복합성,꼭 챙겨두는 제품 마음이 어지러울때 목뒤에 바르면 근육도 풀리고 향기 덕에 마음도 풀려요 
215,센서리 테라피 피스오브마인드,40,중성,이게 왜 페이스오일로 분류되어 있죠 오일이 아닐뿐 아니라 얼굴 관자놀이에 발라도 되긴하지만 목근처에 많이 쓰는 제품이에요 분류를 다시해야 할듯 전 샤워직후에 뭉친 어깨에 바르는데 온 몸이 화 한게 개시원해요 제품향기까지도 시원해요 페퍼민트성분 때문인 듯 안마해줄 사람 없어도 됨 샤워안하고 바르면 효과없음 몇개째 재사용 중 참고로 아바론 오가닉스 페퍼민트 바디로션이랑 같이 쓰면 효과가 더 좋음 완전 강추 
216,센서리 테라피 피스오브마인드,28,건성,오리진스에 갈 때마다 테스트를 받았었는데 요즘 들어 스트레스나 뭉침이 잦아서 생각이 나 구매하게 되었어요 간편히 아로마테라피를 할 수 있어 주변에도 추천해주고 선물용으도 좋아요
217,센서리 테라피 피스오브마인드,33,민감성,원래 두통이 잦아서 타이레놀 달고 살았는데 신경성 두통이었어요 아는언니가 피스오브마인드 써보라고해서 백화점에 테스트 한번 하러갔어요 마침 또 두통 한번 테스트하고 돌아다니다 두통이 없어지고 컨디션이 너무 좋아져서 바로 하나 구매하고 해외 나갈때마다 면세점에서 매번 구매하는 제품이예요 힐링도 되고 저에겐 인생템이예요 냄새도 다른 제품들보단 제일 깔끔해요 
218,센서리 테라피 피스오브마인드,33,복합성,이 제품은 진짜 이름 그대로 피스오브마인드 매장언니가 시연해줄때 향을 맡게 했었는데 계속 그런 식으로 사용중 한번씩 향 맡으면 상쾌해짐 
219,센서리 테라피 피스오브마인드,27,건성,목뻐근할때 땡길때 발라줘요 얼굴에 마스크팩붙이고 흡수될동안 요걸루 마사지해주는데 시원한느낌이 들어요
220,센서리 테라피 피스오브마인드,24,복합성,어깨가 자주 아픈데 아플때 손가락에 묻혀서 목이랑 어깨 셀프마사지해주면 냄새도 은은하게 나면서 화 해져서 기분 좋습니다 효과가 드라마틱하진 않지만 이런 향 좋아하시면 평타 이상은 칠 듯합니다 
221,센서리 테라피 피스오브마인드,30,복합성,귀 밑에서부터 목이랑 쇄골에 바르고 꾹꾹 누르며 마사지 하면 화한 느낌도 나면서 금세 시원해져요 다만 지속력이 약한게 아쉬워요
222,센서리 테라피 피스오브마인드,33,건성,향도 좋고 이거 바르고 마사지 해주면 좋긴한데 회사에서 스트레스 받을때 이걸 바를 생각을 못한다 
223,센서리 테라피 피스오브마인드,29,복합성,바르자마자 싸하게 밀려오는 민트느낌 사무실에서 열받을때마다 톡톡 발라주고있음 흑흑
224,센서리 테라피 피스오브마인드,38,복합성,시원한 민트로션 목이 역씨자라서 자주 뭉치고 통증도 심한 편인데 밤에 이거 바르고 롤러로 문질문질 하는 시간은 정말 청량하다 시원한 게 아주 근육사이다 리뷰보니 요가 전에 바르고 하면 짱일 듯 이 맛에 글픽함 파란망아지님 누군진 모르지만 꿀팁 고맙습니당 땡큐욤
225,센서리 테라피 피스오브마인드,30,민감성,힐링되는 느낌 정말 이름 그대로 내마음에 평화를 가져다줌 면세로사면 개당 만원정도로 싸게 살수있어서 애용함
226,센서리 테라피 피스오브마인드,42,복합성,스파받으러 가서 마지막에 어깨에 해 준 것이 시원해 물어보니 피스오브마인드랬다 오 네임 굿 출국때 번들로 구입해서 하나는 가방속 탑승예약 하나는 차 안 하나는 화장대 위 업무스트레스가 과하거나 생각이 많아지면 머리가 무거워 바닥으로 꺼질 거 같은 고통을 느끼는데 일단 시원함에 잠시 한숨을 쉬는 타임을 가지게 되고 뻣뻣한 승모근을 셀프 마사지로 풀어주니 두통약에 의존하는 시간이 확실히 줄어드는듯 제품 네임이 주는 플라시보효과일지는 모르겠으나 난 잘 쓰고 있답니다 
227,센서리 테라피 피스오브마인드,32,건성,피곤할 때 슥슥 해주면 리프레싱되는 기분이라 좋아요 아로마 향을 싫어하시는 분이 아니라면 대부분 괜찮을 듯 선물용으로도 좋아요 내돈주고 사긴 아깝지만 남이 사주면 어쩐지 좋은 템 재구매 의사는 절반 정도 
228,센서리 테라피 피스오브마인드,32,복합성,요가 하기 전 가볍게 스트레칭하고 호흡 가다듬을 때 운동 후 뻐근할 때 작업 중 스트레스 받을 때 목 뒤에 발라서 마사지해주면 너무 좋다 제품력이 좋은 것보다도 마음의 평화 라는 제품 이름과 내가 나를 위해 아로마테라피를 해주고 있다 라는 만족감 이 주는 심적 효과가 큰 것 같음 
229,센서리 테라피 피스오브마인드,29,복합성,민트향이 샥 올라오면서 운전중일때나 공부할때 사용하면 졸음도 깨고 리프레쉬하기 딱 좋은제품 원래 파스향 민트향같은 톡쏘는 향을 좋아해서 그런지 계속계속 맡고싶은향임 펌핑이라 양조절도 편함
230,센서리 테라피 피스오브마인드,29,복합성,향은 약간 파스 중화시켜서 아로막한 냄새 어깨에 슥슥마르고 마사지 해주면 기분도 좋고 나중에 화 한 느낌나서 시원합니다
231,센서리 테라피 피스오브마인드,30,건성,이거 좋아요 사실 매장에 이거 사러 간 거 아니었는데 직원분이 어깨 마사지 해준다며 이걸 어깨에 발라주셨는데 너무 시원하고 좋아서 같이 구입해버린 어깨 뻐근하거나 지끈거릴 때 적당량 발라주면 화하고 시원해져요 바르기 전에 손 끝으로 향부터 맡는데 그야말로 피스 오브 마인드 b
232,센서리 테라피 피스오브마인드,43,복합성,바른 부위가 화 하면서 뭔가 풀리는 느낌 드는게 진짜 신기해요 회사에서 저녁에 한번 해주면 릴렉스 효과 진짜 있어요 
233,센서리 테라피 피스오브마인드,31,복합성,저는 졸릴때나 어깨아플때 쓰는데 진짜 좋아요 너무 화하지 않고 딱 좋은 시원시원한 느낌 적당히 손가락에 묻혀서 비빈후에 어깨 목 바르고 마지막에 관자놀이 한 번 만져주면 진짜 시원시원해용 
234,센서리 테라피 피스오브마인드,39,복합성,두세번 펌핑해 손가락 첫마디에 올려 목 어깨 마사지하면 시원하고 뭉친거 삭 풀리는 느낌이라 좋은데 이상하게 잘 사용을 안 하게 됨 잔뜩 발라 마사지하고 밀폐된 공간 들어가면 누가 파스 붙이고 들어왔냐는 질문을 듣게됨 하나쯤 가지고 있다가 유난히 처지거나 피곤한날 기분 전환으로 사용하기에는 나쁘지 않지만 데일리 사용 제품은 아닌듯 귀와 관자놀이에도 바르며 마사지하면 시원하기 그지없음 
235,센서리 테라피 피스오브마인드,38,복합성,어깨가 잘뭉쳐서 구입해서 사용중인데 좋아요 어깨 뒷목부터 관자놀까지 발라주면 시원해요
236,센서리 테라피 피스오브마인드,34,복합성,매장 직원이 이걸로 목 손 마사지를 해줬었는데 샵에 가서 받는거보다 훨씬 시원하고 기분이 좋아서 바로 샀었어요 선물용으로도 좋고 잠시 써도 효과가 좋아서 매우 만족하는 제품입니다 
237,센서리 테라피 피스오브마인드,43,건성,바르는 즉시 정말 몸이 가벼워집니다 저는 어깨 뭉침에 주로 사용하는데 바로 개운해지면서 아픈걸 잊게 돼요 단점이라면 많이 바르면 때처럼 밀리는 현상이 생기더라구요 
238,센서리 테라피 피스오브마인드,34,건성,생각했던 것보다 더 시원한 느낌이 강하고 오래 가요 목덜미에 발라주면 정말 좋아요 기분전환용으로도 좋고 스트레스 완화에도 좋은 것 같아요 
239,센서리 테라피 피스오브마인드,30,복합성,블루오일이랑 고민하다가 더싸서 샀는데 나쁘지않음 향도시원하고 싸한느낌좋음 로션타입이라 불편할수도있음
240,센서리 테라피 피스오브마인드,31,복합성,민트향 좋아하시면 굳굳 시원해지고 일단 민트향이라 기분이 좋아짐 덤으로 이거 바르자마자 초콜렛 먹으면 민트초코 먹는 효과를 누릴 수 있다 
241,센서리 테라피 피스오브마인드,37,복합성,피곤할 때 어깨에 발라주면 시원하니 좋다 그런데 내가 쓰자고 돈주고 이런 걸 사기에는 아까움 선물용으로 굿굿 
242,센서리 테라피 피스오브마인드,34,복합성,하 이거 진짜 좋음 하지만 내가 내 목에 하는거 말고 남이 해줬으면 좋겠는 제품 남치니나 부모님 어깨에 해드리면 좋아하는 효도템 
243,센서리 테라피 피스오브마인드,33,복합성,맨첨에 아로마 스프레인줄 이름만보고 매장에서 테스트하고나서 민트향에 깜짝놀람 다시써봐야겠음 
244,센서리 테라피 피스오브마인드,36,지성,면세점갈때마다 쟁이는 템 목어깨 결릴때 파스바르면 냄새가 심해서 나도괴롭고 주변에 민폐잖아요 이건 바르면 박하향이 나면서 어깨가 시원상쾌해져서 좋아요
245,센서리 테라피 피스오브마인드,36,복합성,어깨목 뭉침에 한번씩 요고 괜춘햐요 갖고다니기도 편하고 
246,센서리 테라피 피스오브마인드,37,복합성,관자놀이에 바를땐 아주 소량만 바를 것 목 뒤에 마사지 해주면서 바르면 가장 좋음 시원하고 스트레스 해소해주는 좋은 향 
247,센서리 테라피 피스오브마인드,35,중성,스트레스 해소 되고 좋아요
248,메이크 어 디퍼런스 플러스 수분 트리트먼트,17,복합성,겨울 내내 다른 수분 크림 아무리 처덕처덕 발라도 소용없던 입가 부르틈이 이거 쓰자마자 진짜 그동안 피부 터서 고생한 시간이 하무할 정도로 싹 가라앉음 이거 가격대는 좀 있는데 쿠팡에서 사는게 젤 쌉니다 진짜 강추 겨울에 하나씩 꼭 쟁여주세요
249,메이크 어 디퍼런스 플러스 수분 트리트먼트,41,건성,이거 메이크어디퍼런스 모이스춰라이징이랑 헷갈려서 샀는데 피부에 겉돌고 너무별루였어요 모이스춰라이징 사세요 올리브영엔 거의 트리트먼트만 들어오는듯요 
250,메이크 어 디퍼런스 플러스 수분 트리트먼트,32,민감성,유분기 있는 제품을 쓰면 바로 트러블이 나는 피부인데 오리진스 수분 트리트먼트를 쓰고서 트러블이 올라오지 않고 피부 속까지 촉촉함을 채워줌을 느낄 수 있어서 꾸준템으로 사용 중입니다 겨울이라 이 제품만 쓰기엔 살짝 부족하다고 느낄 수 있는데 가볍고 속까지 채워주는 느낌에 만족하는 제품입니다 
251,메이크 어 디퍼런스 플러스 수분 트리트먼트,30,중성,선물 받아 사용했는데 제가 바르니 크림이 때처럼 밀려나와요 저에게는 안맞은거 같아요 비싼거라고 하는데 차라리 저한테는 프리메라 닥터지 크림이 더 잘 맞았어요 오리진스는 뭔가 호불호 갈릴거 같아요
252,메이크 어 디퍼런스 플러스 수분 트리트먼트,24,복합성,냄새 진짜 좋고 너무 가볍지는 않으면서 너무 무겁지도 않게 발려요 네이버 쇼핑에서 싸게 팔 때 잘 샀어요 짱짱을 주고 싶었는데 이거 바르고 트러블 난 적이 있어서 강추하기 애매해져서 굿굿 드립니다 
253,메이크 어 디퍼런스 플러스 수분 트리트먼트,26,복합성,무거운 제형이 아니라 가볍게 바르기 좋아요 메이크업 전에 바르기에는 약간 밀리는 감이 있어서 밤에 세안 후에 간단히 바르기 좋아요 향도 시원 상큼 해서 만족스러웠어요 1 1 할 때 구매하면 가성비도 괜찮은 거 같아요 
254,메이크 어 디퍼런스 플러스 수분 트리트먼트,30,건성,촉촉하고 끈적거리지않음
255,메이크 어 디퍼런스 플러스 수분 트리트먼트,17,건성,흡수력이 되게 빠르고 마무리감이 산뜻하고 보송해서 너무 좋은거같아요
256,메이크 어 디퍼런스 플러스 수분 트리트먼트,37,복합성,촉촉하고 발림성이 좋은 제품 바르고나서 찐득함이 없어서 너무 좋음 피부코팅을 시켜주는것처럼 실키한 피부가 됨 흡수력도 좋고 속건조가 심한편이라 백프로 만족하진 못하지만 두통 써보고 느낀건 나름 괜찮은 수분크림 겨울에 쓰기엔 약간 부족한 감이 있음
257,메이크 어 디퍼런스 플러스 수분 트리트먼트,32,건성,꾸덕한 질감인데 바르면 엄청 촉촉합니다 다만 눈이 너무 시려서 뜰 수 없을 정도예요 눈물이 막 날 정도라서 눈에는 못발라요 이런 크림은 처음입니다 치명적인 단점 그래서 재구매 의사는 없습니다 
258,메이크 어 디퍼런스 플러스 수분 트리트먼트,27,복합성,애애애애애애애애 애애애애애애애애애애애애애애애애애애애애애애애 앵 진짜 지금까지 써 본 수분크림중에 가장 좋아요 우선 너무 촉촉하고 발림성이 오져요 이렇게 비싼걸 알았다면 진짜 아껴썼울텐데 선물받은거라 아무것도 모르고 썼도니 벌써 바닥이보여서 엉엉우는중입니다 바르고 나서도 건조하지않고 정말 촉촉해요 여름철에 더 좋을 것 같아요
