,Unnamed: 0,제품,age,skintype,review
119,119,껌딱지 시트 마스크 마데카소사이드 스티커,43,복합성,이거하고나면 일시적인진모르지만 피부가 환해져요 흘러내리지도 않고 진짜 껌딱지처럼 딱붙어있고 하여간 맨얼굴로나가기 전엔 습관처럼 하게되는팩입니다 
120,120,껌딱지 시트 마스크 마데카소사이드 스티커,24,복합성,자극이 없어서 제일 존거같아요 수분보충도 확실히 되구요 아주 좋아요
121,121,껌딱지 시트 마스크 마데카소사이드 스티커,29,건성,좋다그래서 사봤는데 큰 효과는 못봤어요 시트에 에센스는 엄청많아서 촉촉하기는 했어요 얼굴에 올리고도 엄청 남아요 
122,122,껌딱지 시트 마스크 마데카소사이드 스티커,26,복합성,아비브 팩 다 사용해봤어요 시트는 얇게 밀착되면서 빨리 마르지 않아요 안에 내용물도 많아서 충분하게 사용가능해요 팩을 자주하지않는데 푹 진정시켜주고 싶을 때는 아비브 팩으로 피부에 휴식을 주고 있습니다 
123,123,껌딱지 시트 마스크 마데카소사이드 스티커,24,건성,아비브 어성초팩은 유명한것인거 다 아시죠 진정 재생엔 마데카소사이드 입니다 다들 한번씩 사용해보세요 
124,124,껌딱지 시트 마스크 마데카소사이드 스티커,25,지성,아비브 어성초 마스크팩이랑 이거랑 섞어서 구매하는데 성능이 정말 좋아요 이 성능을 뽑아내려면 이정도 가격이어야 하나 싶은 마음이 들 정도로 적어도 이틀에 한 번은 팩을 해주니깐 한달만 써도 가격이 장난 아니어서 다른 팩들 쓰다가 중간에 한번씩 껴서 사용해주는데 확실히 달라요 마스크 벗는 그날까지 아비브와 함께 할 듯 합니다 
125,125,껌딱지 시트 마스크 마데카소사이드 스티커,25,지성,이거 진정도 1도안되고 구냥 그래요 왜인기있는지 잘 모르겠어용
126,126,껌딱지 시트 마스크 마데카소사이드 스티커,19,민감성,약산성 시트도 써봤는데 이것도 그것도 별 효과를 못 본 제품 피부가 예민하긴 하지만 별 부작용이나 트러블이 더 나거나 그러진 않았다
127,127,껌딱지 시트 마스크 마데카소사이드 스티커,24,민감성,주변 친구들한테 아비브 껌딱지팩 좋다고 추천 많이 받았었고 실제로 작년 여름에 피부 열기 빼주려고도 한번 썼었는데 그때도 너무 좋았어서 재구매했어요 요새 피부뒤집어져서 이 팩이랑 다른 마데카소사이드 재생크림으로 관리중인데 며칠만에 정말 많이 좋아져서 감격스러워가지고 후기남기러 들어왔습니당 마스크팩 쓰면서 효과본 제품은 얘가 처음임 마스크팩 살때마다 어차피 다 효과 미미하고 수분진정용으로나 쓰는거다 생각했는데 아비브 껌딱지 마데카소사이드는 진짜 피부장벽 탄탄하게 해주고 붉은기도 차분하게 가라앉혀주는고 같아여 일단 에센스도 진짜 엄청 많이 들어있고 시트는 되게 얇으면서도 금방 마르지 않는 재질이라 더더욱 피부에 에센스 흡수시키기 좋은 것 같아요 
128,128,껌딱지 시트 마스크 마데카소사이드 스티커,24,복합성,마스크를 쓰면서 피부가 많이 예민해져서 고민하다가 이 팩을 쓰게 되었는데 진정효과가 너무너무 좋아서 놀랐어요 얼굴홍조가 많이 좋아졌고 보습도 꽤 오래 지속되었어요 피부 진정이 필요할 때 꼭 다시 쓰고싶은 팩이에요 너무 만족스러웠어요 
129,129,껌딱지 시트 마스크 마데카소사이드 스티커,18,민감성,이것도 앵간이지만 어성초가 진정한 미친놈 개좋아여 어성초 써보세여 아 그리고 제 얼굴이 큰건지 시트가 리르빗 작더라구여 슬프니까 좀 크게 만들어주십사 하는 바램이 있습니다리
130,130,껌딱지 시트 마스크 마데카소사이드 스티커,27,민감성,아비브 껌딱지 시리즈는 너무 다 좋아서 뭐라 표현할 방법이 없네요 처음에는 시트가 힘아리 가 없어서 축 쳐지는거 같아 싫었는데 두번 사용하고나니까 그냥 이것만 사게 되요 그냥 피부에 뜨는거 없이 촥 붙어서 내용물쫙 공급해주니까 효과도 짱짱
131,131,껌딱지 시트 마스크 마데카소사이드 스티커,17,복합성,아비브의 어성초 라인 제품들도 모두 사용해보고 제 피부에 잘 맞았던 터라 이 제품도 사용감이 궁금해져서 마데카소사이드 마스크팩도 써봤어요 우선 마데카소사이드 제품을 처음 써보던터라 기대감이 컸었는데 정말 진정에 좋은 성분답게 사용하고 난 뒤에 피부의 홍조도 많이 사라지고 피부가 많이 촉촉해져서 피부가 매끈매끈하게 진정이 정말 잘 되는 제품이라는 생각이 들었어요 가격도 세일하면 2천원에 부담스럽지않은 가격으로 사용하실 수 있는 제품이라 마데카소사이드가 잘 맞았던 분들께 추천드려요 
132,132,껌딱지 시트 마스크 마데카소사이드 스티커,28,건성,마데카소사이드 마스크가 개인적으로 어성초 팩보다 좋았어요 저한테 마데카소이드가 더 잘 맞아서 그런 것 같기도 합니다 팩에 에센스는 충분히 들어있어서 여기저기 바르기 좋습니다 팩하고 나면 피부도 보들보들하고 트러블도 가라앉아 있습니다 
133,133,껌딱지 시트 마스크 마데카소사이드 스티커,44,복합성,에센스가 진짜 많이들어있어서 촉촉하면서도 산뜻해서 만족해요 사용하고나면 피부가 진짜 건강해진느낌 트러블 없고 자극없고 굿
134,134,껌딱지 시트 마스크 마데카소사이드 스티커,24,복합성, 한 번 사용하고 작성하는 후기입니다 친구가 추천한 아비브 어성초 마스크를 묶음으로 샀더니 들어있길래 한 번 사용해봤습니다 마데카소사이드라는 이름이 마데카솔과 비슷해서 왠지 피부 재생에 도움이 될 것만 같은 느낌적인 느낌 음 저는 아비브 어성초 마스크는 가격대비 기능이 영 좋지 못하다고 생각하는데요 이 제품도 별반 다르지 않습니다 나쁘지는 않지만 좋지도 않아요 가격대가 꽤나 높아서 기대가 큰 탓이었을까요 촉촉 보단 끈적끈적한 느낌이에요 에센스가 잘 흡수되질 않아서 결국 물로 좀 닦아내야 했다는 슬픈 이야기 그리고 얼굴 모양이 좀 이상해요 제 얼굴엔 뭔가 미묘하게 다 안 맞았습니다 구멍이 넘 작아요 
135,135,껌딱지 시트 마스크 마데카소사이드 스티커,25,민감성,촉촉하고 양이 많아서 오래오래 쓸수 있어서 좋아요
136,136,껌딱지 시트 마스크 마데카소사이드 스티커,24,복합성,이마까지 맞는 마스크팩 없었는데 이건 얼굴에 딱 맞았어요 팩 붙일때 에센스가 뚝뚝 떨어지는 건 좀 별로인데 다하고 나면 크림안발라도 될 정도로 보습 좋았어요
137,137,껌딱지 시트 마스크 마데카소사이드 스티커,23,건성,여드름 진정팩 써본 것 중에 제일 눈에 띄게 효과를 본 제품이에요 빨갛게 올라왔던 여드름들이 이거 이틀동안 꾸준히 해주니까 옅어지고 지금은 싹 없어졌어요 앞으로 세일할 때 미리 쟁여두려고요 양도 많아서 하고 남은 거 다음 날 스킨팩 해주면 진짜 좋아요 
138,138,껌딱지 시트 마스크 마데카소사이드 스티커,24,중성,아비브 마스크팩은 안에 용액이 많이 들어있어서 좋아요 시트 자체도 저렴한 느낌이 아닌 제품이어서 진정이 필요할때 사용하고 있습니다 단점은 막 저렴한 가격은 아니지만 세일할때 구매하면 괜찮을 것 같아요
139,139,껌딱지 시트 마스크 마데카소사이드 스티커,28,복합성,껌딱지팩이라는 이름과는 반대로 첫 사용 땐 가만히 있어도 얼굴에서 팩이 줄줄줄 계속 흘러내려서 너무 불편했었고 2년쯤 뒤에 다시 사용해보니 다행히 그 점은 개선된 것 같았어요 성분좋고 사용감은 좋아요 찐득거리지 않고 묽은 에센스라서 충분히 깊숙히 잘 스며들면서도 너무 가볍지 않고 보습을 좀 해주면서 피부 진정도 싸악 하지만 팩을 떼어내고 나서가 불쾌했어요 꼭 크림에 분말을 섞은 것처럼 손에서 이상하게 텁텁 빠득한 느낌이 느껴지고 얼굴에서는 다흡수시키고나서 얼굴 외곽 쪽에서 꼭 때로 밀려나오더라구요 저는 턱 쪽에서 밀림도 밀림인데 자꾸 가렵고 오돌도돌 올라와서 결국 잠 못 자고 클폼으로 씻어냈네요 처음 사용해봤을때랑 에센스 느낌도 조금 다른데 포뮬라가 변경됐나봐요 그리고 팩 다 하고 나서 속은 촉촉하지만 피부가 겉에서부터 마르기 시작해서 꼭 크림으로 마무리해줘야하는 제품이구요 복합성인데 코벽쪽은 담날 좁쌀이 올라오기도 했어요 50퍼 세일을 해도 비싼 가격도 한 몫 하구요 팩하고 남은 에센스를 솜에 적셔 다음날 사용하는게 국룰이라는데 손 넣어서 그렇게 쓴다는게 저는 너무 찝찝해서 항상 팩 한번 하고 대충 목에한번바르고 바로 다 버리거든요 특히나 이 팩은 보존제가 덜 들어간 천연성분 위주의 팩이라 그렇게 쓰면 세균에 오염될 것 같아요 액이 너무 많아서 팩 붙이기 전에 흐르는데 에센스 양을 조금만 줄여줘도 좋을것같아요 덜촉촉해도 차라리 깔끔한 어성초가 더 좋네요 재구매는 없을 듯 
140,140,껌딱지 시트 마스크 마데카소사이드 스티커,30,복합성,이니스프리 마데카소사이드 쓰다가 이것도 비슷한성분이길래 써봤어요 근데 저한테는 너무 평범한것같네여 막 좋지도 엄청 나쁘지도 않아요 재구매는 딱히 안할것같아요 조금 더 저렴한 이니스프리 쓸듯 
141,141,껌딱지 시트 마스크 마데카소사이드 스티커,42,지성,자극없이 산뜻하고 보습은 충분해요 에센스양이 넉넉해서 팩하는내내 마르지않고 촉촉해요 끈적임없어서 자주 손이가네요
142,142,껌딱지 시트 마스크 마데카소사이드 스티커,24,복합성,아비브 제품들이 전체적으로 잘 맞아서 사용해보았는데 보습력도 좋았고 에센스양도 많아서 좋아요
143,143,껌딱지 시트 마스크 마데카소사이드 스티커,25,복합성,동생이 쓰는거 보고 세일하길래 사봤어요 일단 쿨링감 진정감도 좋고 보습력도 나쁘지 않아요 다만 세일할때 아니면 살 가치가 있는정도의 가격대인지는 잘 모르겠습니드 
144,144,껌딱지 시트 마스크 마데카소사이드 스티커,29,복합성,좋아요 에센스가 엄청나서 뚝뚝 떨어지는게 좀 귀찮긴한데 진정되고 피붓결정리되는 느낌입니다 피부가 엄청 촉촉해지는건 잘 모르겠으나 트러블 안나는거 같고 좋아요 
145,145,껌딱지 시트 마스크 마데카소사이드 스티커,26,복합성,진정에 좋아요 시트가 진짜 얇고 붙였다 때면 얼굴이 환해지고 광나는게 보여요 근데 세일할때 살래요 
146,146,껌딱지 시트 마스크 마데카소사이드 스티커,23,복합성,아비브 껌딱지 팩 좋아해서 세일할 때 한번 사서 써봤어요 저는 진정이 필요한 여드름성 피부인데 껌딱지보다는 진정효과는 덜했어요 다만 앰플 액이 많아 저는 남은 걸로 2 3일 정도는 더 쓰네요 
147,147,껌딱지 시트 마스크 마데카소사이드 스티커,28,복합성,어성초껌딱지 품절이라서 급하게 구매해서 썼던팩인데 역시 믿고쓰는 아비브 촉촉하구 영양감있게 진정되는것같아요 
148,148,껌딱지 시트 마스크 마데카소사이드 스티커,20,건성,진정효과 좋아요 촉촉하고 근데 이거 눈구멍이 작아서 눈을 뜰 수가 없네요 남이 붙여줘야 해요 
149,149,껌딱지 시트 마스크 마데카소사이드 스티커,32,복합성,사용감이 산뜻해서 넘 조아요 번들거리지 않으면서도 보습감이 훌륭하네요 향도좋고 에센스도 진짜 많이 들어있어요
150,150,껌딱지 시트 마스크 마데카소사이드 스티커,27,복합성,에센스가 어떤 마스크팩보다 많았고 진정효과도 좋았어요 다만 시트가 좀더 컸으면 하네요 
151,151,껌딱지 시트 마스크 마데카소사이드 스티커,31,복합성,민감한피부진정에짱이에요 수분공급이랑 진정에 탁월해요 부담없이 1일1팩 할수있어요
152,152,껌딱지 시트 마스크 마데카소사이드 스티커,28,건성,아비브는 다른 제품이 더 유명하긴하지만 이 제품을 선물 받아서 사용해봤는데 저는 너무너무 좋았오요 사용감은 밀착감이 우수해서 좋았구 다음날 정말 피부가 치유된 기분이었어요 단지 단점이 있다면 향 이 제 취향은 아니였네요 
153,153,껌딱지 시트 마스크 마데카소사이드 스티커,24,민감성,처음 사용해봤는데 진짜 이렇게 보드라운 시트는 처음이라 너무 좋았던 제품 앰플 양도 정말 많고 무엇보다 얼굴에 잘 붙어서 좋았습니다 효과를 바로 보지는 못해도 얼굴에 청량감이 있어서 매우 만족했고 담에 또 쓰고싶어요
154,154,껌딱지 시트 마스크 마데카소사이드 스티커,30,건성,진정용으로 쓰기에 좋은 제품 시트 부드럽게 착 달라붙고 흘러내림 없음 에센스 워터리한 에센스로 생각보다 보습력 있어 붙이고 있을 때 마르는 느낌 없음 효과 어떤 마스크팩도 붙이고 나면 피부가 밝아지고 붉은기가 잡혀서 이건 따로 이야기 하기 애매함 그래도 다른 팩보단 보습감있고 진정도 빨리됨 가격 반값할인 아니면 사기엔 조금 부담됨 그리고 반값할인한다 해도 자주 사기엔 애매한 템이라 굿굿
155,155,껌딱지 시트 마스크 마데카소사이드 스티커,22,복합성,원래 마데카소사이드가 잘맞아서 이것도 기대를 안고 구매해봤는데 대만족 시트 챡 달라붙는 느낌도 너무 좋고 눈구멍이 좀 작긴했어요 피부진정 쿨링에도 완전 좋더라구요 다음날 피부가 맨질맨질 보들보들 지성이라 너무 영양감있고 오일리한 팩을 하면 오히려 더 트러블이 올라오곤 했는데 요건 촉촉하면서도 꽤나 산뜻하게 마무리되는 편이라 가벼운 젤크림 하나 덧발라주고 자면 딱이었당 하나써보고 너무 좋아서 이번에 쟁여둠 비싼편이긴 하지만 자주자주 해야겠다
156,156,껌딱지 시트 마스크 마데카소사이드 스티커,24,건성,시트지가 정말 얇고 부드럽고 밀착력이 정말 좋고 에센스가 영양듬뿍 주는 느낌이에요 마데카소사이드가 잘 맞는 피부라 민감성 홍조 인데 붉은기가 싹 사라졌어요 끈적이는 제형이 아니라서 흡수도 빠르고 잔여물감 없이 피부가 깔끔한 느낌이에요 밤에 사용하면 진정과 수분충전이 충분히 되어서 다음날 화장 잘먹고 피부가 아주 쫀득쫀득 해졌어요 피부결정돈에 정말 좋고 피부속까지 탄탄하게 차오르는 쫀쫀함이 너무 마음에 들어요
157,157,껌딱지 시트 마스크 마데카소사이드 스티커,24,지성,시트지 미세하고 얇은 조직감으로 피부 굴곡을 빈틈없이 감싸주는 초밀착 극세사 마스크가 너무 좋은 거 같아요 효과 미세먼지 때문에 또 민감하고 뒤집어지려고 해서 응급처치로 샀어요 이거 쓰고 종일 다른 건 하나도 안 발랐는데 당기지도 않고 밀착력 자체가 너무너무 좋아서 진짜 피부 결이 보습되고 진정되는 느낌입니다 에센스가 피부 속에 흡수될수록 피부가 진정되고 탱탱해지고 촉촉해지고 수축시켜주는 효과도 있는 거 같아요 가격 세일해서 저렴하게 구매했습니다 앰플 마스크팩 안에 들어있는 앰플 액이 너무 많아서 몸에 바르고 남은 것들은 어쩔 수 없이 그냥 버리게 되어요 불필요한 양은 빼는 게 훨씬 효율적이고 붙이기도 쉬운 거 같아요 
158,158,껌딱지 시트 마스크 마데카소사이드 스티커,30,복합성,좋아요 올영에서 세일할때마다 어성초아니면 이 제품 사는데 크게 차이는 모르겠어요 시트가 밀착되고 하고 있어도 움직이지 않고 좋아요 
159,159,껌딱지 시트 마스크 마데카소사이드 스티커,28,복합성,에센스 진짜 많고 즉각 진정 보습되는 기분 들어요 눈구멍 작고 가격이 좀 비싸다는 점은 동의 갠적으로 굳이 고르자면 이것보다 투명 포장인 팩이 에센스도 더 많고 잘 맞는 거 같아요 세일할떄 쟁이면 좋을 제품
160,160,껌딱지 시트 마스크 마데카소사이드 스티커,26,복합성,일단 에센스 양이 진짜 많아서 남은 양으로 한번 더 팩할 수 있을 정도에요 여름철에 사용하기에는 무거운 감이 약간 있어요 그래도 하고 나서 피부가 개선된 게 느껴져서 종종 사용할 것 같아요
161,161,껌딱지 시트 마스크 마데카소사이드 스티커,25,복합성,팩은 자고로 천원짜리아니면 쓸 이유가없다고 생각해서 늘쓰던 가성비좋은 팩만 사용해왔습니다 그러다 친구네 집에 놀러갔을때 한번써보게되었는데 천이 되게 부드럽고 얇고 촉촉하고 밀착력이 좋아서 놀랐습니다 역시 비싼팩들은 제값을 하나봐요 팩을 떼기가 너무 아까웠음 하지만 효과는 좀 무거운느낌 에 겉도는 느낌이 좀 있었고 특별히 트러블이 올라오거나 그러진않았어요 건성한테 추천합니다
162,162,껌딱지 시트 마스크 마데카소사이드 스티커,28,지성,어성초 세일안할때 얘는 세일할때가 많음 그래서 자주쓰게됐는데 솔직히 진정갑은 어성초인듯 그래도 에센스 듬뿍에 흡수잘되는편 약간의 유분막 도 생겨서 환절기때 쓰기 좋음 세일할때 종종 사놓은 좋은템 아비브는 에센스사는것보다 팩을많이사서 그 안에 있는 에센스로 담날까지 스킨케어 가능해요 이것만 따로 모아도 30미리 한통 나올듯 여름보단 환절기 진정필요할땐 단독으로만 사용하시길 
163,163,껌딱지 시트 마스크 마데카소사이드 스티커,30,복합성,이거 쓰고 너무 진정 잘되서 제가 마데카소사이드가 잘맞는다는걸 알았습니다 그 계열 화장품 찾으러 갑니다 
164,164,껌딱지 시트 마스크 마데카소사이드 스티커,25,지성,역시 유명한데는 이유가 있어요 이제써보다니 내일 쟁여놓으러 또 갑니다 
165,165,껌딱지 시트 마스크 마데카소사이드 스티커,36,복합성,시트지가 정말 얇고 부드럽고 실키해서 밀착력이 좋아요 그래서 좋고 에센스가 넉넉하게 들어있어서 보충해가며 팩하기 좋아요 피부에 수분감 주기에 괜찮은 제품입니다
166,166,껌딱지 시트 마스크 마데카소사이드 스티커,18,복합성,어성초랑 시트마스크 이대장이죠 진짜 여드름피부는 정말 강추해요 말이 필요없어요 저는 이거 쓰고 나서부터 일주일에 한번씩 이 팩이나 아비브 어성초 팩 쓰고 맨날 남은 에센스로 아침 저녁마다 토너 하듯이 닦아줍니다 그냥 토너 버리고 이걸로 쓰고있어요 아비브 사랑해요 
167,167,껌딱지 시트 마스크 마데카소사이드 스티커,28,복합성,시트가 크고 부드러운데 밀착력이 오져요 게다가 오랫동안 붙여도 마르지않고 앰플도 많아서 5겹솜 넣어두면 다음날 한 번 더 가능함 요즘쓰기엔 너무 무겁고 추워지면 딱좋을듯
168,168,껌딱지 시트 마스크 마데카소사이드 스티커,21,건성,시트가 이마부분이 넓고 눈구멍은 작고 턱부분은 짧아서 아쉬웠어요 근데 시트가 엄청 부드러워요 제가 팩하고나서 시트로 얼굴 문지르는거 좋아하는데 이거는 자극이 하나도 안돼서 좋았어요 에센스도 많고 좋아용
169,169,껌딱지 시트 마스크 마데카소사이드 스티커,31,건성,정말이지 말 그대로 얼굴에 착 껌딱지처럼 붙는 마스크 팩이에요 용량도27ml로 많아서 다음날 스킨처럼 사용해도 좋아요 다른 마스크 팩들은 용량이 많으면 줄 줄줄 흐르지만 요 껌딱지 마스크 팩은 덜 흐르는 것 같아요 그리고 다른 마스크 팩 귤과 달리 황도 연에서 거부감이 들지 않아요 얼굴의 효과는 나름 영양분 공급이 되는거같아용
170,170,껌딱지 시트 마스크 마데카소사이드 스티커,27,복합성,촉촉하긴 하나 나에게는 조금 과한 건지 쓰고 나서 작은 트러블들이 몇개씩 올라옴 시트자체는 밀착력 진짜 좋고 수분도 잘채워주는 거 같은데 다음 날 아침까지도 촉촉함 대신에 유분기도 같이 늘은 느낌 
171,171,껌딱지 시트 마스크 마데카소사이드 스티커,28,건성,어성초 마스크가 너무 잘맞아서 마데카소사이드도 구입하게 되었어요 피부 진정효과가 있고 회복에도 좋아 제 피부에 시카성분도 잘맞는것 같아요 여드름나는 피부인데 이거쓸때 진정이 되면서 여드름이 조금씩 들어갔어요 피부에 딱붙는 느낌이 좋고 에센스도 많이 들어 있어서 여기 저기 바르고 정말 좋아요 시트 밀착력이 좋고 에센스도 보습감이 풍부해서 촉촉해요 엄청 쟁여놓고 사용하고 있는 팩이에요
172,172,껌딱지 시트 마스크 마데카소사이드 스티커,23,복합성,에센스 세상 많음 얼굴에 붙이려고 하면 뚝뚝 흐를 정도 피부에 딱 붙어있어 움직임 수월 순하고 피부가 쫜득쫜득해져 기분이 좋음 
173,173,껌딱지 시트 마스크 마데카소사이드 스티커,30,복합성,에센스가 듬뿍있어 즉각적인 수분감이 좋았어요 밀착도 잘되고 진정이 잘되는거같고 수면이 부족해서 피부상태가 예민할 때 하려고 재구매하고싶네요
174,174,껌딱지 시트 마스크 마데카소사이드 스티커,26,지성,아비브 유명해서 어성초 껌딱지 나 약산성 라인 마스크 써봤는데 피부에 트러블올라와서 슬펐름 근데 이 아이는 한번 사용후 붉은기 감소하고 트러블도 좀 들어간것같았음 구래서 이아이만 사려함 시트가 착붙는건 좋은데 좀 답답함 그래도 용액 많이 넣어줘서 좋음
175,175,껌딱지 시트 마스크 마데카소사이드 스티커,25,건성,이거 진짜 냉장고에 멓어놓고 쓰면 너무 좋음 밀착력이야 말할것도 없고 이거하고 화장하면 광이속부터 올라오는느낌 수분공급최고임
176,176,껌딱지 시트 마스크 마데카소사이드 스티커,17,지성,이거 진짜 짱임 피부가 촉촉해지고 진정됨 여름철 뜨거워진 피부 즉 탄 피부에 하면 진정되고 좋아짐
177,177,껌딱지 시트 마스크 마데카소사이드 스티커,29,중성,시트가 얇고 밀착도 완전 잘되고 에센스도 많아서 진짜 좋아요 마데카 마스크 팩중에 제일 좋고 진정 효과가 있고 붉어진 피부도 완화되었어요 촉촉하면서 끈적임도 없고 쉽게 건조해지지 않고 피부 당김도 없어요 흡수도 잘되고 수분감도 좋아서 앞으로는 마스크팩 이것만 사용하려구요
178,178,껌딱지 시트 마스크 마데카소사이드 스티커,20,건성,에센스 양이 너무 너무 많아서 다 못쓸 지경이에요 근데 피부 보습에 좋고 진정에도 괜찮네요 펑균이상에 제품이에요 
179,179,껌딱지 시트 마스크 마데카소사이드 스티커,23,복합성,아비브 마스크팩은 그냥 너무너무 최고 시트 얇아서 밀착력 좋고 에센스도 충분하고 무엇보다 얼굴 뒤집어졌을 때 한 번 해주면 즉각적으로 효과가 나타납니다 무조건 많이 사서 쟁여두고 피부 좀 안 좋다 싶으면 항상 해요 
180,180,껌딱지 시트 마스크 마데카소사이드 스티커,27,복합성,전 쓰고 뭐가 나더라구용 무겁고 미끈덩거랴서 별로였어여 
181,181,껌딱지 시트 마스크 마데카소사이드 스티커,25,지성,얼굴 갑자기 뜨거워지고 뒤집어지길래 바로 붙엿더니 진정되면서 뒤집어지던걸 가라앉아줫다 에센스도 많고 진정도 잘되고 좋아용
182,182,껌딱지 시트 마스크 마데카소사이드 스티커,21,복합성,일단 시트지가 전 너무 맘에 들었어요 다들 너무 눈구멍이 작다구 하시는데 제가 눈이 작아서 그런가 저한테는 정말 제 전용사이즈 나온기분 인중부분 사이즈가 넉넉해서 좋아요 타 제품은 인중이 너무 얇게 나와서 중간에 비는 부분 너무 커서 싫었는데 이건 밀착력도 좋구 제 얼굴 사이즈에 너무 잘 맞아서 좋았습니다 다만 마데카성분이 저한테는 큰 효과를 보지 못했어요 그래서 쏘쏘입니다 시트지가 같다면 다른 성분위주인 아비브 팩도 사용해보고 싶네요 
183,183,껌딱지 시트 마스크 마데카소사이드 스티커,32,건성,이거 넘 조아요 아비브 팩 대체적으로 다 존데 전 그중이 이게 제일 자극없고 좋더라구요 담날 피부가 너무 좋아져요 가격이 은근 있어서 전 세일할때 사서 쟁여둬영
184,184,껌딱지 시트 마스크 마데카소사이드 스티커,26,건성,마스크팩 자체는 정말 좋은데 은근 비싸서 세일 때만 삽니당 얼굴에 밀찰력 너무 좋고 진정도 잘 되는편이에요
185,185,껌딱지 시트 마스크 마데카소사이드 스티커,27,민감성, 시트가 절대 안떨어지고 진짜 부드러워서 기분이 너무 좋아요 그리고 성분이 너무좋습니다 마데카소사이드가 잘 맞는 피부라 이 팩은 제 인생템이에요 에센스도 팩에 아주 많이 뭍혀져나오고 남은 것은 담날 아침에 스킨처럼 씁니다 이 팩을 쓰고나니까 친구가 깜짝놀라면서 붉은기가 싹 없어졌다며 놀라더라구요 민감성 홍조여러분들 꼭 써보세요 기분탓인지모르겠는데 낱개로 살때보다 묶음으로사면 시트가 작은것같아요 가격이 너무 사악 그래서 세일때만삽니닿 
186,186,껌딱지 시트 마스크 마데카소사이드 스티커,19,지성,시트지도 마음에 들구 안에 에센스도 많이 들어있어서 2번정도 시트지 바꿔서 사용가능해요 사용하고나서 피부가 촉촉해져서 요즘 촉촉한 피부를 선호하는 저한테는 마음에 들었어요 이 제품때문인지는 몰라도 다음날 일어나서 보니까 턱쪽에 여드름이 생겼더라구요 한번은 더 사용해보고 판단해야 더 정확하지만 가격이 저렴한 편은 아니어서요 나쁘지 않지만 가격때문에 굳이 구매하진 않을것 같은데 개인적으로는 브리스킨 팩보단 좋았어요
187,187,껌딱지 시트 마스크 마데카소사이드 스티커,22,지성,일단 막 유명한만큼은 실상 그닥 좋은건 모르겠음 에센스 양이 많음에도 불구하고 금방금방마름 이게 말이 스티커 라는 느낌 때문인건지 
188,188,껌딱지 시트 마스크 마데카소사이드 스티커,19,지성,얼굴에 완전 착붙어요 흡수도 엄청 빠른데 흡수 완벽히 되면 잔여물때문에 피부겉이 좀 텁텁해져요 그래서 무조건 마무리로 가벼운 로션은 필수 지성인데도 무난무난하게 사용가능했어요 에센스가 많아서 다리에도 슥슥 바를 수 있어요 근데 가격 왜이리 비싼거죠 
189,189,껌딱지 시트 마스크 마데카소사이드 스티커,37,복합성,얼굴에 정말 착붙 시트도 자극없는 시트이고 20분 다 채워도 말라있는곳 없을 만큼 에센스 듬뿍 먹어있어요 안에 들어있는 에센스 양이 많아서 파우치 뜯기전에 팡팡팡해서 최대한 시트에 많이 묻게 한 다음 _ 파우치열고 일단 에센스를 손에 조금 따라서 얼굴전체적으로 한번 올려주고 그 뒤에 시트 올리고 남은 에센스 다시 한번 더 붙인 시트위에 레이어드 해준후 에도 남아서 남은건 목과 다리에 발라줍니다 혜자로운 용량 끈적이는 제형이 아니라서 흡수 빠르고 바를때 부담도 없어요 확실히 피부에 확 먹는 느낌이고 시원하게 진정되는 느낌도 있습니다 밤에 사용하면 다음날 화장 잘먹는건 당연한거고요 _ 아비브 시트팩중에 최애예요 하지만 짱짱을 주지않은 이유는 사실 정가판매할때말고 세일할때만 사게 되기때문에 _ 허허허
190,190,껌딱지 시트 마스크 마데카소사이드 스티커,23,지성,마데카소사이드 아비브처돌이로서 안 써볼 수가 없는 시트팩이어씀 껌딱지팩답게 밀착 촥촥 되고 보습도 진짜 잘 됨 여드름 짜고 나서 남은 흔적 상처들도 얘 붙이고 나면 확실히 붉은기도 가라앉고 상처도 빨리 낫는편 민감피부 진정에 어성초 보습에 밀크스티커라면 얘는 트러블 피부가 쓰기 좋은 듯 믿고 쓰는 아비브 클라쓰
191,191,껌딱지 시트 마스크 마데카소사이드 스티커,25,복합성,아비브 마스크팩 자체가 넘 좋은 1인입니다 이건 진짜 얼굴에 갑자기 트러블이 확나거나 열감있을때 올려놓으면 진정효과가 너무 빠르고 확실해사 마음에 들어요 올리브영 세일할대 항상 쟁여놓는 아이입니다
192,192,껌딱지 시트 마스크 마데카소사이드 스티커,19,복합성,장점 민감성인 저한테는 잘 맞았던 제품이에요 마스크 시트가 작았다는 분들도 계시지만 저는 괜찮았어요 그리고 진정에 정말 이만한 마스크팩 찾기 힘든거같아요 어쩌다가 한번 사용해보게 됬는데 그러다가 이 마스크 팩에 빠져버린것같아요 독도 마스크팩도 좋지만 이 마스크팩도 밀착력으로 보나 진정으로보나 비슷한것같아요 단점 단점은 아무래도 가격이죠 할인가에 사면 조금 괜찮은 편이지만 아무해도 자주 사용하기에는 가격적으로 조금 부담이 되는건 사실이에요 그부분이 아쉽습니다 꾸안꾸
193,193,껌딱지 시트 마스크 마데카소사이드 스티커,25,지성,비싼것만 빼면 다 좋은 제품 시트도 얇고 에센스도 충분하고 무엇보다 좁쌀들이 다 들어간다
